filename,psnr,ssim,lpips
r_0.png,34.05387181451281,0.9805379509925842,0.03721488267183304
r_1.png,33.11321730399498,0.978962242603302,0.042862698435783386
r_10.png,26.547573214266706,0.9600983262062073,0.08147716522216797
r_100.png,14.810811043282786,0.8953040242195129,0.2844344973564148
r_101.png,14.638593104430441,0.8930612206459045,0.2916099429130554
r_102.png,14.526106251407008,0.8869083523750305,0.3051227629184723
r_103.png,14.303473940901307,0.8827998638153076,0.3140278160572052
r_104.png,14.291984840233292,0.8816043734550476,0.30680549144744873
r_105.png,14.249402329082756,0.87959885597229,0.31351929903030396
r_106.png,14.223560155963566,0.8750761151313782,0.31857168674468994
r_107.png,14.136720121016939,0.8699324131011963,0.323862761259079
r_108.png,14.592359481293302,0.8791008591651917,0.2837423086166382
r_109.png,18.247483005339543,0.9191636443138123,0.17230509221553802
r_11.png,24.914007046355636,0.9533588290214539,0.0972294956445694
r_110.png,14.42572830086333,0.876919686794281,0.2900807857513428
r_111.png,15.675399574600071,0.8937053680419922,0.22806142270565033
r_112.png,14.304025790969618,0.8712868690490723,0.3063637912273407
r_113.png,14.376118047456696,0.8719447255134583,0.3036985397338867
r_114.png,14.413587016894816,0.8717362880706787,0.2999967932701111
r_115.png,14.42439899196539,0.8709885478019714,0.2993025481700897
r_116.png,14.964273733509145,0.8818857669830322,0.24530062079429626
r_117.png,14.425512746580537,0.8700120449066162,0.2904508709907532
r_118.png,14.473868670752514,0.869799792766571,0.28342968225479126
r_119.png,14.549339191903472,0.8711333870887756,0.2741331458091736
r_12.png,22.865786650066457,0.9451034665107727,0.1062837541103363
r_120.png,14.604712684330767,0.8713600635528564,0.2797543704509735
r_121.png,14.853128215044514,0.864132821559906,0.32843708992004395
r_122.png,14.821502844806886,0.8703264594078064,0.30617743730545044
r_123.png,15.076700748381903,0.8835493922233582,0.223860502243042
r_124.png,26.811571702691815,0.9624705910682678,0.051476284861564636
r_125.png,17.948120606908873,0.9129384160041809,0.1523294597864151
r_126.png,17.746850575647393,0.9121661186218262,0.1308693140745163
r_127.png,23.905074107571522,0.962395429611206,0.04361796751618385
r_128.png,26.127413065971634,0.9599615931510925,0.03819974511861801
r_129.png,15.776580684720825,0.8804678320884705,0.1912715584039688
r_13.png,21.69628785235765,0.9426236152648926,0.10130821913480759
r_130.png,14.994483754282385,0.8485820293426514,0.24683687090873718
r_131.png,13.453464148999913,0.8262970447540283,0.30777788162231445
r_132.png,13.31434157466169,0.8204875588417053,0.3125188946723938
r_133.png,13.156635519141613,0.8138366341590881,0.3191067576408386
r_134.png,13.017719734833008,0.8075115084648132,0.3257618248462677
r_135.png,12.941949207859967,0.8049936294555664,0.3133173882961273
r_136.png,14.838937478012145,0.8682742714881897,0.18472768366336823
r_137.png,20.723845567285135,0.9333019852638245,0.07027387619018555
r_138.png,18.56225198928046,0.9138431549072266,0.10543359071016312
r_139.png,13.36922730146725,0.8196902275085449,0.2617694139480591
r_14.png,20.517856481601726,0.9397479891777039,0.09924088418483734
r_140.png,19.273576718014557,0.9126840233802795,0.12154798209667206
r_141.png,19.876276053491132,0.9136044383049011,0.11608443409204483
r_142.png,18.286735795472303,0.9063747525215149,0.13251425325870514
r_143.png,18.169279510672936,0.89886075258255,0.1609715074300766
r_144.png,13.077558962385122,0.8069760203361511,0.2904580533504486
r_145.png,12.856722111213124,0.79697585105896,0.3017895817756653
r_146.png,13.81696741431285,0.8219754695892334,0.24134686589241028
r_147.png,12.295804947356906,0.7751396298408508,0.3521055579185486
r_148.png,13.941381818238558,0.8345232009887695,0.20388028025627136
r_149.png,12.746577403925663,0.7931089997291565,0.2999771237373352
r_15.png,20.19945073452241,0.9410796165466309,0.0799688771367073
r_150.png,12.800719624594644,0.7765626907348633,0.36646944284439087
r_151.png,12.544576947775518,0.7758044600486755,0.36819279193878174
r_152.png,12.313178956688676,0.7781688570976257,0.36936792731285095
r_153.png,12.274367489750402,0.7804617881774902,0.3562335968017578
r_154.png,12.72827610798834,0.8023856282234192,0.32204264402389526
r_155.png,13.899166763080078,0.823302686214447,0.29459890723228455
r_156.png,15.543540692187944,0.8442748188972473,0.25738435983657837
r_157.png,15.305959657516624,0.8401167988777161,0.26449012756347656
r_158.png,15.34286604333606,0.8315286040306091,0.26795831322669983
r_159.png,16.43352626958259,0.8453720211982727,0.24683168530464172
r_16.png,19.947451996100046,0.9381677508354187,0.07780721783638
r_160.png,17.79227452670923,0.8857724070549011,0.18008042871952057
r_161.png,17.30871954576348,0.8514828085899353,0.23013707995414734
r_162.png,15.390295417807483,0.8165499567985535,0.2396242469549179
r_163.png,19.61321532636206,0.9089638590812683,0.12314160913228989
r_164.png,19.63278000616811,0.9092331528663635,0.12266819179058075
r_165.png,20.187408658729243,0.9142778515815735,0.12644104659557343
r_166.png,21.722622462667257,0.9110577702522278,0.15982075035572052
r_167.png,21.867222860186022,0.9043123126029968,0.1856735199689865
r_168.png,21.88732605060396,0.8948724269866943,0.19827719032764435
r_169.png,21.708663031452744,0.8978164792060852,0.1949571818113327
r_17.png,20.027751444727713,0.9397860169410706,0.07635482400655746
r_170.png,21.933593446462247,0.8990602493286133,0.1845727413892746
r_171.png,19.492223057487557,0.8790731430053711,0.24674364924430847
r_172.png,19.188143673228886,0.8712244033813477,0.28195369243621826
r_173.png,18.590005890590437,0.8741490244865417,0.26449352502822876
r_174.png,18.707059584942755,0.8743894696235657,0.2603498101234436
r_175.png,19.975759753584754,0.8848147988319397,0.217619851231575
r_176.png,19.827907398465445,0.8811987042427063,0.21291227638721466
r_177.png,18.24330702259599,0.8678228259086609,0.2719792425632477
r_178.png,17.920477941802567,0.8752714991569519,0.25943323969841003
r_179.png,17.988611357097696,0.8824021220207214,0.23929467797279358
r_18.png,20.807798359283424,0.9383676052093506,0.0782630667090416
r_180.png,18.03394817039379,0.88828444480896,0.2330215573310852
r_181.png,18.990279708634258,0.8953871130943298,0.21133969724178314
r_182.png,19.865799204634836,0.9001258015632629,0.19354240596294403
r_183.png,20.717607325647563,0.9005892276763916,0.1774519979953766
r_184.png,22.89170536940201,0.9131786227226257,0.15320587158203125
r_185.png,23.254935591740345,0.9077239036560059,0.18040862679481506
r_186.png,22.740537507813926,0.8966493010520935,0.19286547601222992
r_187.png,23.032036302676183,0.9139745831489563,0.1385674774646759
r_188.png,24.09046037831846,0.9237118363380432,0.12126922607421875
r_189.png,23.161735065889953,0.9153973460197449,0.14031367003917694
r_19.png,20.39215921384593,0.9295721650123596,0.11916247010231018
r_190.png,22.548661151676708,0.9245715141296387,0.11160248517990112
r_191.png,23.568251231943865,0.9322550296783447,0.10261819511651993
r_192.png,20.253445088938385,0.9013972878456116,0.14988113939762115
r_193.png,20.31017824616484,0.9043833613395691,0.1389925479888916
r_194.png,23.626426261815325,0.9410347938537598,0.10697349160909653
r_195.png,29.256618379256413,0.9609858989715576,0.06551776826381683
r_196.png,32.52471974214846,0.970125675201416,0.05223793908953667
r_197.png,33.2504508488701,0.9725081920623779,0.048320893198251724
r_198.png,33.82419249147488,0.9752506613731384,0.04626796767115593
r_199.png,33.71555041161974,0.9754346013069153,0.051220811903476715
r_2.png,30.251156547024713,0.9751663208007812,0.0487130805850029
r_20.png,20.99737685003568,0.9148521423339844,0.14838871359825134
r_21.png,26.07115634881201,0.9325985312461853,0.1279725730419159
r_22.png,25.194294602883524,0.9365156292915344,0.13977867364883423
r_23.png,23.43167425504737,0.9294226765632629,0.19391034543514252
r_24.png,22.12174771209493,0.9077278971672058,0.2166299819946289
r_25.png,22.922723174436214,0.9050577282905579,0.14722704887390137
r_26.png,22.951142906115003,0.9227250218391418,0.12786002457141876
r_27.png,21.125896905931718,0.9243306517601013,0.11741749942302704
r_28.png,19.844695149625036,0.916487455368042,0.11130518466234207
r_29.png,18.97779809004129,0.9133959412574768,0.1155085563659668
r_3.png,29.966186947306774,0.9733330607414246,0.05463692173361778
r_30.png,18.14421376249343,0.8781792521476746,0.17855864763259888
r_31.png,19.663648982960666,0.9003732204437256,0.13483312726020813
r_32.png,19.09841732175171,0.8934400677680969,0.16461652517318726
r_33.png,20.620851008612625,0.9123358726501465,0.1295853555202484
r_34.png,19.805374359204734,0.9041950702667236,0.13208036124706268
r_35.png,19.79756074346834,0.9004181027412415,0.13930107653141022
r_36.png,20.183507273041904,0.9067270159721375,0.11791083216667175
r_37.png,20.380291250977688,0.9078702330589294,0.11132946610450745
r_38.png,19.793521437108144,0.899933397769928,0.1375410407781601
r_39.png,18.9257417440151,0.8956630825996399,0.13725411891937256
r_4.png,29.007745482204545,0.9674240946769714,0.07497859001159668
r_40.png,16.825470243613175,0.8905849456787109,0.13650527596473694
r_41.png,16.142284440428615,0.8772662281990051,0.1459219753742218
r_42.png,16.783296641717033,0.8742468953132629,0.17955008149147034
r_43.png,17.406290792577458,0.8727531433105469,0.19319987297058105
r_44.png,17.49582670587324,0.8700194358825684,0.22026552259922028
r_45.png,17.88566991796076,0.8627985119819641,0.219358891248703
r_46.png,18.39557650143009,0.8839108347892761,0.162995845079422
r_47.png,17.086192671470045,0.8688013553619385,0.17102742195129395
r_48.png,15.437592895343142,0.8573017120361328,0.17604510486125946
r_49.png,12.861120841885334,0.7920563817024231,0.29450979828834534
r_5.png,27.97822401682369,0.9615676999092102,0.08074714243412018
r_50.png,12.642047708114983,0.7771490216255188,0.3542434275150299
